folderyear,licencersn,licencenumber,licencerevisionnumber,businessname,businesstradename,status,issueddate,expireddate,businesstype,businesssubtype,unit,unittype,house,street,city,province,country,postalcode,localarea,numberofemployees,feepaid,extractdate,geom
99,218464,99-252971,00,Gioia Tiles Ltd,,Issued,1999-02-04,1999-12-31,Contractor - Special Trades *Historic*,Tiler,,,,,Burnaby,BC,CA,,,000,110.0,2025-04-22T14:20:59+00:00,
99,218522,99-253029,00,Hoy Industries Inc,John Hoy Contractors,Issued,1999-01-26,1999-12-31,Contractor *Historic*,Alterations & Repairs,,,,,Richmond,BC,CA,,,000,110.0,2025-04-22T14:20:59+00:00,
99,218530,99-253037,00,Ideal Door Ltd,,Issued,1999-03-24,1999-12-31,Contractor - Special Trades *Historic*,Other,,,,,Delta,BC,CA,,,000,121.0,2025-04-22T14:20:59+00:00,
99,218564,99-253071,00,(Terry Billey),Hillside Decking,Gone Out of Business,,,Contractor - Special Trades *Historic*,Other,,,,,Burnaby,BC,,,,000,,2025-04-22T14:20:59+00:00,
99,218569,99-253076,00,A M P M Landscaping & Logging Ltd,,Issued,1999-02-24,1999-12-31,Contractor - Special Trades *Historic*,Demolition/Excavation,,,,,Surrey,BC,,,,000,110.0,2025-04-22T14:20:59+00:00,
99,218575,99-253082,00,Knight Lawn Sprinkler Services Ltd,,Issued,1999-01-04,1999-12-31,Contractor - Special Trades *Historic*,Irrigation,,,,,Richmond,BC,CA,,,000,110.0,2025-04-22T14:20:59+00:00,
99,218585,99-253092,00,Dave Lee & Grant Fotheringhame,F&L Manufacturing,Issued,1999-01-29,1999-12-31,Contractor - Special Trades *Historic*,Other,,,,,Surrey,BC,CA,,,000,110.0,2025-04-22T14:20:59+00:00,
99,218621,99-253128,00,McLeod Enterprises Ltd,,Issued,1999-03-22,1999-12-31,Contractor - Special Trades *Historic*,Other,,,,,Burnaby,BC,,,,000,121.0,2025-04-22T14:20:59+00:00,
99,218625,99-253132,00,Marine Roofing & Sheet Metal Ltd,,Issued,1999-02-04,1999-12-31,Roofer *Historic*,Residential Building,,,,,Burnaby,BC,,,,000,110.0,2025-04-22T14:20:59+00:00,
99,218645,99-253152,00,Polycrete Restorations Ltd,,Issued,1999-02-04,1999-12-31,Contractor - Special Trades *Historic*,Other,,,,,Coquitlam,BC,,,,000,110.0,2025-04-22T14:20:59+00:00,
99,218665,99-253172,00,Skyline Glass Ltd,,Issued,1999-01-07,1999-12-31,Contractor - Special Trades *Historic*,Other,,,,,Richmond,BC,,,,000,110.0,2025-04-22T14:20:59+00:00,
99,218666,99-253173,00,Smith Glass Works Ltd,,Issued,1999-02-08,1999-12-31,Contractor - Special Trades *Historic*,Glazier,,,,,New Westminster,BC,,,,000,110.0,2025-04-22T14:20:59+00:00,
99,218679,99-253186,00,Tung Kiong Jee (Tung Jee),Tileco Masonry Ceramic Tile & Marble Co,Issued,1999-01-28,1999-12-31,Contractor - Special Trades *Historic*,Masonry,,,,,NEW WESTMINSTER,BC,,,,000,110.0,2025-04-22T14:20:59+00:00,
99,218720,99-253227,00,Empire Iron Works Ltd,,Issued,1999-01-15,1999-12-31,Contractor - Special Trades *Historic*,Other,,,,,Delta,BC,CA,,,000,110.0,2025-04-22T14:20:59+00:00,
99,218731,99-253238,00,(Jenny Kurvers),Bresser Construction,Pending,,,Contractor *Historic*,Building,,,,,Victoria,BC,CA,,,000,,2025-04-22T14:20:59+00:00,
99,218739,99-253246,00,(Robert Withers),Withers Construction Co,Issued,1999-02-01,1999-12-31,Contractor *Historic*,Alterations & Repairs,,,,,Richmond,BC,CA,,,000,110.0,2025-04-22T14:20:59+00:00,
99,218770,99-253277,00,(Gurinder Dhami),Vishal Projects,Gone Out of Business,,,Contractor *Historic*,Building,,,,,Richmond,BC,CA,,,000,,2025-04-22T14:20:59+00:00,
99,218780,99-253287,00,(Samuel Antwi),Smart Woodwork & Contracting,Gone Out of Business,,,Contractor - Special Trades *Historic*,Other,,,,,Surrey,BC,CA,,,000,,2025-04-22T14:20:59+00:00,
99,218787,99-253294,00,Blue Ocean Construction Inc,,Issued,1999-03-11,1999-12-31,Contractor *Historic*,Building,,,,,Anmore,BC,CA,,,000,115.0,2025-04-22T14:20:59+00:00,
99,218796,99-253303,00,M O W A Construction Ltd,,Gone Out of Business,,,Contractor *Historic*,Building,,,,,Richmond,BC,,,,000,,2025-04-22T14:20:59+00:00,
99,218798,99-253305,00,Rolf Susi & Son Ltd,,Issued,1999-01-21,1999-12-31,Contractor *Historic*,Other,,,,,Burnaby,BC,CA,,,000,110.0,2025-04-22T14:20:59+00:00,
99,218819,99-253326,00,DNH Woodworks Ltd,,Issued,1999-01-06,1999-12-31,Contractor - Special Trades *Historic*,Other,,,,,Richmond,BC,CA,,,000,110.0,2025-04-22T14:20:59+00:00,
99,218825,99-253332,00,(Tim Berggren),Maple Ridge Interior,Gone Out of Business,,,Contractor *Historic*,Building,,,,,Maple Ridge,BC,CA,,,000,,2025-04-22T14:20:59+00:00,
99,218848,99-253355,00,(Ian Gault),Wellington Building Services,Gone Out of Business,,,Contractor *Historic*,Alterations & Repairs,,,,,North Vancouver,BC,CA,,,000,,2025-04-22T14:20:59+00:00,
99,218854,99-253361,00,William J Stewart (William Stewart),,Issued,1999-01-29,1999-12-31,Contractor *Historic*,Other,,,,,Burnaby,BC,,,,000,110.0,2025-04-22T14:20:59+00:00,
99,218855,99-253362,00,Garcia Construction Ltd,,Issued,1999-01-12,1999-12-31,Contractor - Special Trades *Historic*,Other,,,,,Burnaby,BC,,,,000,110.0,2025-04-22T14:20:59+00:00,
99,218864,99-253371,00,Raymond Komaromy & Tunde Komaromy,,Gone Out of Business,,,Contractor *Historic*,Alterations & Repairs,,,,,White Rock,BC,CA,,,000,,2025-04-22T14:20:59+00:00,
99,218879,99-253386,00,Phalanx Construction Ltd,,Issued,1999-02-25,1999-12-31,Contractor *Historic*,Building,,,,,Surrey,BC,CA,,,000,110.0,2025-04-22T14:20:59+00:00,
99,218883,99-253390,00,McDonald & Ross Const Ltd,,Gone Out of Business,,,Contractor *Historic*,Demolition,,,,,Abbotsford,BC,CA,,,000,,2025-04-22T14:20:59+00:00,
99,218949,99-253456,00,Canspec Group Inc,Bacon Donaldson,Issued,1999-02-08,1999-12-31,Contractor - Special Trades *Historic*,Other,,,,,Richmond,BC,CA,,,000,110.0,2025-04-22T14:20:59+00:00,
99,218954,99-253461,00,Frontier Excavating Ltd,,Pending,,,Contractor *Historic*,Excavation,,,,,Delta,BC,CA,,,000,,2025-04-22T14:20:59+00:00,
99,219022,99-253529,00,(Bill Colennie),Aberglen Contracting,Gone Out of Business,,,Contractor *Historic*,Building,,,,,Victoria,BC,CA,,,000,,2025-04-22T14:20:59+00:00,
99,219031,99-253538,00,First Canadian Homes Ltd,,Gone Out of Business,,,Contractor *Historic*,Building,,,,,Richmond,BC,CA,,,000,,2025-04-22T14:20:59+00:00,
99,219065,99-253572,00,Abe Nipkow & Cliff Mcintosh,Metro Interiors,Gone Out of Business,,,Contractor *Historic*,Alterations & Repairs,,,,,Abbotsford,BC,CA,,,000,,2025-04-22T14:20:59+00:00,
99,219069,99-253576,00,CAM CU Construction Ltd,,Gone Out of Business,,,Contractor *Historic*,Alterations & Repairs,,,,,Burnaby,BC,CA,,,000,,2025-04-22T14:20:59+00:00,
99,219074,99-253581,00,Jeffrey W Wylie (Jeffrey Wylie),Wylie Construction,Gone Out of Business,,,Contractor *Historic*,Building,,,,,Sechelt,BC,CA,,,000,,2025-04-22T14:20:59+00:00,
99,219094,99-253601,00,Spantec Constructors Ltd,,Issued,1999-02-08,1999-12-31,Contractor *Historic*,Building,,,,,Burnaby,BC,CA,,,000,110.0,2025-04-22T14:20:59+00:00,
99,219106,99-253613,00,(Dean Little),DRL Construction,Gone Out of Business,,,Contractor *Historic*,Building,,,,,Coquitlam,BC,CA,,,000,,2025-04-22T14:20:59+00:00,
99,219132,99-253639,00,Charico Construction Ltd,,Gone Out of Business,,,Contractor - Special Trades *Historic*,Demolition/Excavation,,,,,Coquitlam,BC,CA,,,000,,2025-04-22T14:20:59+00:00,
99,219158,99-253665,00,(Don Mugridge),Coast Commercial Contracting,Gone Out of Business,,,Contractor *Historic*,Alterations & Repairs,,,,,Maple Ridge,BC,CA,,,000,,2025-04-22T14:20:59+00:00,
99,219231,99-253738,00,Hirota Kojima,,Issued,1999-02-23,1999-12-31,Dry Cleaner *Historic*,,,,,,,,,,,000,90.0,2025-04-22T14:20:59+00:00,
99,219245,99-253752,00,Mr Clean (1981) Ltd,,Issued,1999-02-18,1999-12-31,Dry Cleaner *Historic*,,,,,,,,,,,000,90.0,2025-04-22T14:20:59+00:00,
99,219305,99-253812,00,New-tech Electrolysis Ltd,Anne's Electrolysis Studio,Issued,1999-03-04,1999-12-31,Electrolysis  *Historic*,,,,,,,,,,,000,100.0,2025-04-22T14:20:59+00:00,
99,219320,99-253819,00,L W Fleming Electric Ltd,,Issued,1999-03-10,1999-12-31,Electrical Contractor *Historic*,,,,,,Langley,BC,CA,,,000,110.0,2025-04-22T14:20:59+00:00,
99,219324,99-253823,00,Coastal Pacific Electric Ltd,,Issued,1998-12-31,1999-12-31,Electrical Contractor *Historic*,,,,,,Richmond,BC,,,,000,90.0,2025-04-22T14:20:59+00:00,
99,219326,99-253825,00,Robert M Campbell (Robert Campbell),,Gone Out of Business,,,Electrical Contractor *Historic*,,,,,,Richmond,BC,CA,,,000,,2025-04-22T14:20:59+00:00,
99,219360,99-253859,00,Algo Communication Products Ltd,,Issued,1999-01-07,1999-12-31,Electrical Contractor *Historic*,,,,,,Burnaby,BC,,,,000,90.0,2025-04-22T14:20:59+00:00,
99,219362,99-253861,00,Allan Bell & Assoc Ltd,,Issued,1999-01-15,1999-12-31,Electrical Contractor *Historic*,,,,,,North Vancouver,BC,,,,000,90.0,2025-04-22T14:20:59+00:00,
99,219373,99-253872,00,Steveston Industrial Electric Ltd,,Issued,1999-01-18,1999-12-31,Electrical Contractor *Historic*,,,,,,Richmond,BC,,,,000,90.0,2025-04-22T14:20:59+00:00,
99,219392,99-253891,00,Bala Electric Ltd,,Gone Out of Business,,,Electrical Contractor *Historic*,,,,,,Surrey,BC,,,,000,,2025-04-22T14:20:59+00:00,
99,219408,99-253906,00,Best Electric & Heating Ltd,,Inactive,1999-02-02,1999-12-31,Electrical Contractor *Historic*,,,,,,Delta,BC,CA,,,000,90.0,2025-04-22T14:20:59+00:00,
99,219409,99-253907,00,V & N Electric,,Issued,1999-05-25,1999-12-31,Electrical Contractor *Historic*,,,,,,Richmond,BC,CA,,,000,90.0,2025-04-22T14:20:59+00:00,
99,219418,99-253916,00,G W Nobauer Systems Ltd,,Gone Out of Business,,,Electrical Contractor *Historic*,,,,,,SURREY,BC,CA,,,000,,2025-04-22T14:20:59+00:00,
99,219425,99-253923,00,F Butcher Sign & Display Ltd,,Issued,1999-02-05,1999-12-31,Electrical Contractor *Historic*,,,,,,Burnaby,BC,,,,000,90.0,2025-04-22T14:20:59+00:00,
99,219437,99-253935,00,Canwest Telephone Company Corp,,Issued,1999-05-25,1999-12-31,Electrical Contractor *Historic*,,,,,,New Westminster,BC,,,,000,100.0,2025-04-22T14:20:59+00:00,
99,219459,99-253957,00,Command Alarm Systems Ltd,,Issued,1999-02-12,1999-12-31,Electrical-Security Alarm Installation *Historic*,,,,,,Richmond,BC,,,,000,90.0,2025-04-22T14:20:59+00:00,
99,219462,99-253960,00,Constant Systems Ltd,,Issued,1999-02-12,1999-12-31,Electrical Contractor *Historic*,,,,,,North Vancouver,BC,,,,000,95.0,2025-04-22T14:20:59+00:00,
99,219467,99-253965,00,Shore Tec Electric Ltd,,Issued,1999-06-03,1999-12-31,Electrical Contractor *Historic*,,,,,,SURREY,BC,,,,000,100.0,2025-04-22T14:20:59+00:00,
99,219476,99-253974,00,Dennis Keith Palmer (Dennis Palmer),Express Electric,Issued,1999-02-25,1999-12-31,Electrical Contractor *Historic*,,,,,,Aldergrove,BC,CA,,,000,90.0,2025-04-22T14:20:59+00:00,
99,219486,99-253984,00,Dart Heating & Electrical Cont Ltd,,Gone Out of Business,,,Electrical Contractor *Historic*,,,,,,Surrey,BC,,,,000,,2025-04-22T14:20:59+00:00,
99,219487,99-253985,00,Data Link Cable Installations Ltd,,Issued,1999-08-18,1999-12-31,Electrical Contractor *Historic*,,,,,,New Westminster,BC,,,,000,90.0,2025-04-22T14:20:59+00:00,
99,219488,99-253986,00,Advantage Enterprises Ltd,,Issued,1999-02-12,1999-12-31,Electrical Contractor *Historic*,,,,,,Abbotsford,BC,,,,000,90.0,2025-04-22T14:20:59+00:00,
99,219491,99-253989,00,Elpol Electrical Services,,Issued,1999-01-12,1999-12-31,Electrical Contractor *Historic*,,,,,,Burnaby,BC,,,,000,90.0,2025-04-22T14:20:59+00:00,
99,219524,99-254022,00,Dolphin Electric,,Issued,1999-03-02,1999-12-31,Electrical Contractor *Historic*,,,,,,Coquitlam,BC,,,,000,90.0,2025-04-22T14:20:59+00:00,
99,219534,99-254032,00,Blacklite Electric Ltd,,Issued,1999-04-09,1999-12-31,Electrical Contractor *Historic*,,,,,,Langley,BC,CA,,,000,100.0,2025-04-22T14:20:59+00:00,
99,219547,99-254045,00,Allteck Line Contractors Inc,,Issued,1999-01-07,1999-12-31,Electrical Contractor *Historic*,,,,,,Burnaby,BC,CA,,,000,90.0,2025-04-22T14:20:59+00:00,
99,219555,99-254053,00,Silver Star Electric Ltd,,Issued,1999-02-16,1999-12-31,Electrical Contractor *Historic*,,,,,,Coquitlam,BC,,,,000,90.0,2025-04-22T14:20:59+00:00,
99,219564,99-254062,00,E T S Electric Ltd,,Issued,1998-12-23,1999-12-31,Electrical Contractor *Historic*,,,,,,North Vancouver,BC,CA,,,000,90.0,2025-04-22T14:20:59+00:00,
99,219573,99-254071,00,Haakon Industries (Canada) Ltd,,Issued,1999-01-15,1999-12-31,Electrical Contractor *Historic*,,,,,,Richmond,BC,,,,000,90.0,2025-04-22T14:20:59+00:00,
99,219582,99-254080,00,Eugene Forest Systems Ltd,,Issued,1999-01-11,1999-12-31,Electrical Contractor *Historic*,,,,,,Coquitlam,BC,,,,000,90.0,2025-04-22T14:20:59+00:00,
99,219584,99-254082,00,Fairchild Ref A/c And Appliance Services Ltd,,Issued,1999-01-11,1999-12-31,Electrical Contractor *Historic*,,,,,,Richmond,BC,,,,000,90.0,2025-04-22T14:20:59+00:00,
99,219591,99-254089,00,Fetterly Electric Ltd,,Issued,1999-01-11,1999-12-31,Electrical Contractor *Historic*,,,,,,Burnaby,BC,,,,000,90.0,2025-04-22T14:20:59+00:00,
99,219593,99-254091,00,Five Star Electric,,Issued,1999-09-09,1999-12-31,Electrical Contractor *Historic*,,,,,,Port Coquitlam,BC,CA,,,000,90.0,2025-04-22T14:20:59+00:00,
99,219600,99-254098,00,Accurate Electric Ltd,,Issued,1999-01-13,1999-12-31,Electrical Contractor *Historic*,,,,,,Langley,BC,,,,000,90.0,2025-04-22T14:20:59+00:00,
99,219603,99-254101,00,West Coast Sound Ltd,,Issued,1999-03-09,1999-12-31,Electrical Contractor *Historic*,,,,,,Burnaby,BC,,,,000,95.0,2025-04-22T14:20:59+00:00,
99,219615,99-254113,00,Internet Electric,,Issued,1999-01-22,1999-12-31,Electrical Contractor *Historic*,,,,,,Coquitlam,BC,,,,000,90.0,2025-04-22T14:20:59+00:00,
99,219643,99-254141,00,Evanson Electric,,Inactive,,,Electrical Contractor *Historic*,,,,,,Surrey,BC,,,,000,,2025-04-22T14:20:59+00:00,
99,219652,99-254150,00,Can Net Communications Ltd,,Issued,1999-03-22,1999-12-31,Electrical-Security Alarm Installation *Historic*,,,,,,Port Moody,BC,CA,,,000,90.0,2025-04-22T14:20:59+00:00,
99,219655,99-254153,00,MTV Enterprise Ltd,,Issued,1999-01-06,1999-12-31,Electrical Contractor *Historic*,,,,,,Richmond,BC,,,,000,90.0,2025-04-22T14:20:59+00:00,
99,219656,99-254154,00,GWS Electric Co Ltd,,Issued,1999-04-20,1999-12-31,Electrical Contractor *Historic*,,,,,,Maple Ridge,BC,,,,000,100.0,2025-04-22T14:20:59+00:00,
99,219667,99-254165,00,Admiral Electric,,Issued,1999-09-08,1999-12-31,Electrical Contractor *Historic*,,,,,,Delta,BC,,,,000,90.0,2025-04-22T14:20:59+00:00,
99,219678,99-254176,00,Club Electric Inc,,Gone Out of Business,,,Electrical Contractor *Historic*,,,,,,North Vancouver,BC,,,,000,,2025-04-22T14:20:59+00:00,
99,219680,99-254178,00,M B Electric,,Inactive,1999-03-08,1999-12-31,Electrical Contractor *Historic*,,,,,,Maple Ridge,BC,,,,000,90.0,2025-04-22T14:20:59+00:00,
99,219683,99-254181,00,Hiram Electric Ltd,,Issued,1999-02-16,1999-12-31,Electrical Contractor *Historic*,,,,,,Surrey,BC,,,,000,90.0,2025-04-22T14:20:59+00:00,
99,219688,99-254186,00,Van Isle Electric,,Gone Out of Business,,,Electrical Contractor *Historic*,,,,,,Maple Ridge,BC,CA,,,000,,2025-04-22T14:20:59+00:00,
99,219696,99-254194,00,John R Hutchison (John Hutchison),,Issued,1999-01-11,1999-12-31,Electrical Contractor *Historic*,,,,,,RICHMOND,BC,,,,000,90.0,2025-04-22T14:20:59+00:00,
99,219702,99-254200,00,Imperial Sign Corporation,,Issued,1999-03-11,1999-12-31,Electrical Contractor *Historic*,,,,,,Port Coquitlam,BC,CA,,,000,90.0,2025-04-22T14:20:59+00:00,
99,219705,99-254203,00,Inlet Electric Ltd,,Issued,1999-01-05,1999-12-31,Electrical Contractor *Historic*,,,,,,Port Coquitlam,BC,,,,000,90.0,2025-04-22T14:20:59+00:00,
99,219713,99-254211,00,Lonsdale Electric Ltd,,Issued,1999-02-16,1999-12-31,Electrical Contractor *Historic*,,,,,,North Vancouver,BC,CA,,,000,95.0,2025-04-22T14:20:59+00:00,
99,219761,99-254259,00,Certicom Networking ltd,,Issued,1999-01-14,1999-12-31,Electrical Contractor *Historic*,,,,,,Richmond,BC,CA,,,000,175.0,2025-04-22T14:20:59+00:00,
99,219762,99-254260,00,Kyle Electric Ltd,,Issued,1999-01-25,1999-12-31,Electrical Contractor *Historic*,,,,,,Surrey,BC,CA,,,000,90.0,2025-04-22T14:20:59+00:00,
99,219779,99-254277,00,Colin Ralph Anthony (Colin Anthony),,Gone Out of Business,,,Electrical Contractor *Historic*,,,,,,New Westminster,BC,,,,000,,2025-04-22T14:20:59+00:00,
99,219795,99-254293,00,Pacific Sign And Design Ltd,,Issued,1999-05-04,1999-12-31,Electrical Contractor *Historic*,,,,,,Delta,BC,,,,000,90.0,2025-04-22T14:20:59+00:00,
99,219814,99-254312,00,Mar-Car Electrical Services Inc,,Issued,1999-01-21,1999-12-31,Electrical Contractor *Historic*,,,,,,Surrey,BC,,,,000,90.0,2025-04-22T14:20:59+00:00,
99,219818,99-254316,00,Ming Electric Ltd,,Issued,1999-02-04,1999-12-31,Electrical Contractor *Historic*,,,,,,Burnaby,BC,CA,,,000,95.0,2025-04-22T14:20:59+00:00,
99,219828,99-254326,00,National Signcorp Investments Ltd,,Issued,1999-03-12,1999-12-31,Electrical Contractor *Historic*,,,,,,Delta,BC,CA,,,000,100.0,2025-04-22T14:20:59+00:00,
99,219848,99-254346,00,Paragon Electrical Installations Ltd,,Issued,1999-02-09,1999-12-31,Electrical Contractor *Historic*,,,,,,Surrey,BC,CA,,,000,90.0,2025-04-22T14:20:59+00:00,
99,223330,99-257798,00,429182 BC Ltd,Hara Spa,Issued,1999-03-15,1999-12-31,Health and Beauty *Historic*,,,,,,North Vancouver,BC,,,,000,169.0,2025-04-22T14:20:59+00:00,
99,226062,99-260523,00,Emily Fung,,Issued,1999-02-03,1999-12-31,Single Detached House *Historic*,,,,,,,,,,,000,39.0,2025-04-22T14:20:59+00:00,
99,226118,99-260579,00,Miko Holdings Inc,,Issued,1999-03-25,1999-12-31,Single Detached House *Historic*,,,,,,West Vancouver,BC,CA,,,000,44.0,2025-04-22T14:20:59+00:00,
99,226123,99-260584,00,Chiu S Tang Wai N Tang,,Issued,1999-01-06,1999-12-31,Single Detached House *Historic*,,,,,,,,,,,000,39.0,2025-04-22T14:20:59+00:00,
99,226282,99-260743,00,I Dos Santos,,Issued,1999-01-12,1999-12-31,Single Detached House *Historic*,,,,,,,,,,,000,39.0,2025-04-22T14:20:59+00:00,
99,226308,99-260769,00,Rosalind Roulstone,,Issued,1999-02-15,1999-12-31,Single Detached House *Historic*,,,,,,,,,,,000,39.0,2025-04-22T14:20:59+00:00,
99,226349,99-260810,00,Ng Chui Lap,,Issued,1999-01-26,1999-12-31,Single Detached House *Historic*,,,,,,Burnaby,BC,,,,000,39.0,2025-04-22T14:20:59+00:00,
99,226376,99-260837,00,James Oliphant Patricia Oliphant,,Issued,1999-01-15,1999-12-31,Single Detached House *Historic*,,,,,,Surrey,BC,,,,000,39.0,2025-04-22T14:20:59+00:00,
99,226487,99-260948,00,Michael G Lee Poy S Lee,,Issued,1999-01-19,1999-12-31,Single Detached House *Historic*,,,,,,,,,,,000,39.0,2025-04-22T14:20:59+00:00,
99,226535,99-260996,00,Julia T Leung (Julia Leung),,Issued,1999-01-14,1999-12-31,Single Detached House *Historic*,,,,,,Burnaby,BC,,,,000,39.0,2025-04-22T14:20:59+00:00,
99,226571,99-261032,00,Gertrud Heilemann Heinz Heilemann,,Gone Out of Business,,,Single Detached House *Historic*,,,,,,,,,,,000,,2025-04-22T14:20:59+00:00,
99,226602,99-261063,00,Gerald Lim Susan Lim,,Issued,1998-12-29,1999-12-31,Single Detached House *Historic*,,,,,,,,,,,000,39.0,2025-04-22T14:20:59+00:00,
99,226620,99-261081,00,Linnet Y T Woo Wilfred S C Woo,,Issued,1999-01-08,1999-12-31,Single Detached House *Historic*,,,,,,,,,,,000,39.0,2025-04-22T14:20:59+00:00,
99,226716,99-261177,00,Thul Co Phu,,Issued,1999-01-26,1999-12-31,Single Detached House *Historic*,,,,,,,,,,,000,39.0,2025-04-22T14:20:59+00:00,
99,226971,99-261432,00,Maria Altan Serafino Altan,,Issued,1999-01-08,1999-12-31,Single Detached House *Historic*,,,,,,,,,,,000,39.0,2025-04-22T14:20:59+00:00,
99,226999,99-261460,00,Henry Lam Teresa Lam,,Issued,1999-02-19,1999-12-31,Single Detached House *Historic*,,,,,,,,,,,000,39.0,2025-04-22T14:20:59+00:00,
99,227009,99-261470,00,Wai T Jang Douglas L Jang,,Gone Out of Business,,,Single Detached House *Historic*,,,,,,,,,,,000,,2025-04-22T14:20:59+00:00,
99,227041,99-261502,00,Amy T Au (Amy Au),,Pending,,,Single Detached House *Historic*,,,,,,,,,,,000,,2025-04-22T14:20:59+00:00,
99,227115,99-261576,00,Regina Yu,,Issued,1999-02-12,1999-12-31,Single Detached House *Historic*,,,,,,,,,,,000,39.0,2025-04-22T14:20:59+00:00,
99,227139,99-261600,00,Kin Yee Huey So Ching Huey,,Pending,,,Single Detached House *Historic*,,,,,,,,,,,000,,2025-04-22T14:20:59+00:00,
99,227278,99-261739,00,Sun Oy Eng,,Pending,,,Single Detached House *Historic*,,,,,,,,,,,000,,2025-04-22T14:20:59+00:00,
99,227352,99-261813,00,Karl Sands,,Pending,,,Single Detached House *Historic*,,,,,,,,,,,000,,2025-04-22T14:20:59+00:00,
99,227672,99-262133,00,Anthony Grehan & Josephine Grehan,,Pending,,,Single Detached House *Historic*,,,,,,,,,,,000,,2025-04-22T14:20:59+00:00,
99,227713,99-262174,00,Ching-Iun Maria Lee,,Pending,,,Single Detached House *Historic*,,,,,,,,,,,000,,2025-04-22T14:20:59+00:00,
99,227783,99-262244,00,Enrico Massullo Florida Massullo,,Gone Out of Business,,,Single Detached House *Historic*,,,,,,,,,,,000,,2025-04-22T14:20:59+00:00,
99,227810,99-262271,00,Mimi P Lam,,Issued,1999-02-03,1999-12-31,Single Detached House *Historic*,,,,,,,,,,,000,39.0,2025-04-22T14:20:59+00:00,
99,227844,99-262305,00,Kud Y Lin Jui H Lin,,Gone Out of Business,,,Single Detached House *Historic*,,,,,,,,,,,000,,2025-04-22T14:20:59+00:00,
99,227892,99-262353,00,K Mary Watt John G Watt,,Issued,1999-02-24,1999-12-31,Single Detached House *Historic*,,,,,,,,,,,000,39.0,2025-04-22T14:20:59+00:00,
99,227905,99-262366,00,Lai Y Cheung,,Gone Out of Business,,,Single Detached House *Historic*,,,,,,,,,,,000,,2025-04-22T14:20:59+00:00,
99,227930,99-262391,00,Tsang Basil Wu Yanny,,Pending,,,Single Detached House *Historic*,,,,,,,,,,,000,,2025-04-22T14:20:59+00:00,
99,227933,99-262394,00,Cathay Pacific Airways Limited,,Issued,1999-01-18,1999-12-31,Single Detached House *Historic*,,,,,,,,,,,000,39.0,2025-04-22T14:20:59+00:00,
99,228012,99-262473,00,Thomas R Bentley Joan Bentley,,Issued,1999-02-23,1999-12-31,Single Detached House *Historic*,,,,,,,,,,,000,39.0,2025-04-22T14:20:59+00:00,
99,228019,99-262480,00,Susan Yuk-Lin Kwan,,Gone Out of Business,,,Single Detached House *Historic*,,,,,,,,,,,000,,2025-04-22T14:20:59+00:00,
